source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'nbc-news', 'name': 'NBC News'}",The Associated Press,European court hands down mixed rulings on 3 cases seeking to force countries to meet climate goals,"Europe’s highest human rights court threw out cases Tuesday brought by six Portuguese youths and a French mayor aimed at forcing countries to meet international obligations to reduce greenhouse gas emissions, but sided with a group of senior Swiss women who a…",https://www.nbcnews.com/news/world/european-court-rulings-force-countries-meet-climate-goals-rcna146966,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-04/240409-climate-activists-ch-0607-5efd12.jpg",2024-04-09T10:27:44Z,Europes highest human rights court threw out cases Tuesday brought by six Portuguese youths and a French mayor aimed at forcing countries to meet international obligations to reduce greenhouse gas em… [+4864 chars]
"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,First ever climate change victory in Europe court,The European Court of Human Rights ruled that a group of Swiss women partially won their climate case.,https://www.bbc.co.uk/news/science-environment-68768598,https://ichef.bbci.co.uk/news/1024/branded_news/A44D/production/_116316024_breaking-promo-v20e2-red-976x549.png,2024-04-09T09:11:53Z,"A group of elderly Swiss women have won a partial victory in their climate case in the European Court of Human Rights.
It is the first time the powerful court has ruled on global warming.
The women… [+517 chars]"
"{'id': None, 'name': 'IndieWire'}",Ryan Lattanzio,Ryusuke Hamaguchi on How Douglas Sirk Influenced ‘Evil Does Not Exist’: ‘You Love and Hate the Characters at the Same Time’,"Hamaguchi tells IndieWire about how his new film responds to the overwhelming success of ""Drive My Car,"" which left him exhausted and ready for something ""very different.""",https://www.indiewire.com/features/interviews/ryusuke-hamaguchi-evil-does-not-exist-douglas-sirk-interview-1234978750/,https://www.indiewire.com/wp-content/uploads/2024/04/GettyImages-1506922303-e1714407790329.jpg?w=650,2024-04-30T16:00:00Z,"After years of making films in his native Japan, writer-director Ryusuke Hamaguchi found unexpected global success in 2021 with “Drive My Car.”
Adapted and expanded from short stories by Haruki Mura… [+9576 chars]"
"{'id': 'abc-news', 'name': 'ABC News'}",SETH BORENSTEIN AP science writer,"Next UN climate talks are critical to plot aid for poorer nations, says incoming president",The man who will run this year’s United Nations climate talks in November views the upcoming negotiations as a key link in international efforts to curb worsening global warming — if they can be successful,https://abcnews.go.com/Technology/wireStory/climate-talks-critical-plot-aid-poorer-nations-incoming-109434112,https://i.abcnewsfe.com/a/fb2650d5-a295-4922-aa39-96a98d9cc3bb/wirestory_1bf7aa6fb1b6d2aa6a601e35ba5a942c_16x9.jpg?w=1600,2024-04-19T17:50:45Z,"WASHINGTON -- The man who will run United Nations climate talks this November views the negotiations as a key link in international efforts to curb global warming.
The conference in Baku, Azerbaijan… [+5216 chars]"
"{'id': 'breitbart-news', 'name': 'Breitbart News'}","Thomas D. Williams, Ph.D., Thomas D. Williams, Ph.D.",Pope Francis: Climate Change Deniers Are ‘Stupid’,"Pope Francis told CBS News this week that climate change deniers are “stupid” even in the face of compelling evidence of a climate emergency.
The post Pope Francis: Climate Change Deniers Are ‘Stupid’ appeared first on Breitbart.",https://www.breitbart.com/environment/2024/04/26/pope-francis-climate-change-deniers-are-stupid/,https://media.breitbart.com/media/2020/12/Pope-Francis-side-view-fingers-together-getty-640x335.jpg,2024-04-26T10:49:21Z,"ROME Pope Francis told CBS News this week that climate change deniers are stupid even in the face of compelling evidence of a climate emergency.
Some people are stupid (necios), and stupid even if y… [+4110 chars]"
"{'id': None, 'name': 'Crooksandliars.com'}",John Amato,"Marjorie Taylor Greene: I'm Not Full Of Sh*t, You're Full Of Sh*t","Georgia Klan mom Marjorie Taylor Greene told Steve Bannon that everything she says she means and she's ""not full of sh*t like Mike Johnson is.""
Language, dear Marge, you may get hit by lightning because of your insolence. Does she believes she's sitting on th…",https://crooksandliars.com/2024/04/marjorie-taylor-greene-im-not-full-sht,https://crooksandliars.com/files/mediaposters/2024/04/54513.jpg,2024-04-12T19:27:35Z,"Georgia Klan mom Marjorie Taylor Greene told Steve Bannon that everything she says she means and she's ""not full of sh*t like Mike Johnson is.""
Language, dear Marge, you may get hit by lightning bec… [+2390 chars]"
"{'id': None, 'name': 'Insurance Journal'}",Admin,Europe Is Being Scorched and Flooded by Growing Climate Extremes,"The European Union endured its joint-hottest year on record in 2023, according to new scientific analysis, pointing to a more perilous future for what is already the world’s fastest-warming continent. Europe experienced its largest wildfire on record last yea…",https://www.insurancejournal.com/news/international/2024/04/22/770993.htm,https://www.insurancejournal.com/app/uploads/2024/04/temperatures-during-heatwave-reached-nearly-50C-esa-580x326.jpg,2024-04-22T15:04:35Z,"The European Union endured its joint-hottest year on record in 2023, according to new scientific analysis, pointing to a more perilous future for what is already the world’s fastest-warming continent… [+4368 chars]"
"{'id': None, 'name': 'Unexplained-mysteries.com'}",unexplained-mysteries.com,Have Baba Vanga's predictions for 2024 already come true ?,"The world-famous blind mystic made a great number of chilling predictions about the future before her death. Born in Bulgaria in 1911, Baba Vanga spen...",https://www.unexplained-mysteries.com/news/376298/have-baba-vangas-predictions-for-2024-already-come-true,https://www.unexplained-mysteries.com/images/news_large_retina/news-hq-baba-vanga.jpg,2024-04-17T07:59:52Z,"Metaphysics &amp; Psychology
By T.K. RandallApril 17, 2024 ·  0 commentsA statue of Baba Vanga. Image Credit: CC BY-NC-ND 2.0 Jeff and Neda FieldsThe world-famous blind mystic made a great number of… [+1433 chars]"
"{'id': None, 'name': 'Raw Story'}",Agence France-Presse,'Mad Max' director readies for fifth installment in 'addictive' series,"Australian director George Miller described his ""Mad Max"" series as ""addictive"" on Monday as he prepares to premiere the fifth film set in its high-octane, post-apocalyptic world with the highly anticipated ""Furiosa.""""Furiosa: A Mad Max Saga,"" out late May, i…",https://www.rawstory.com/mad-max-director-readies-for-fifth-installment-in-addictive-series/,https://www.rawstory.com/media-library/australian-director-george-miller-will-unveil-furiosa-a-mad-max-saga-at-the-cannes-film-festival-valerie-macon.jpg?id=51955920&width=1200&height=600&coordinates=0%2C1%2C0%2C143,2024-04-09T10:33:09Z,"It is the latest red flag in a year already marked by climate extremes and rising greenhouse gas emissions, spurring fresh calls for more rapid action to limit global warming.
Rolling records 
Ever… [+4200 chars]"
"{'id': None, 'name': 'Skepticalscience.com'}",,At a glance - Is the science settled?,"On February 14, 2023 we announced our Rebuttal Update Project. This included an ask for feedback about the added ""At a glance"" section in the updated basic rebuttal versions. This weekly blog post series highlights this new section of one of the updated basic…",https://skepticalscience.com/at-a-glance-settled.html,https://skepticalscience.com/public/assets/images/og/button_sks_200.jpg,2024-04-16T05:40:05Z,"At a glance - Is the science settled?
Posted on 16 April 2024 by John Mason, BaerbelW
On February 14, 2023 we announced our Rebuttal Update Project. This included an ask for feedback about the adde… [+3677 chars]"
"{'id': None, 'name': 'Wallpaper*'}",Simon Mills,VitrA’s recycled washbasin is a world first,"VitrA reveals its recycled ceramic washbasin, made using almost 100 per cent waste materials from the bathroom company’s own production process",https://www.wallpaper.com/design-interiors/vitra-recycled-washbasin-is-a-game-changer-for-the-bathroom,https://cdn.mos.cms.futurecdn.net/LTATWaHyvoRexgSxacqocA-1200-80.jpg,2024-04-19T10:00:00Z,"In partnership with VitrA
VitrA has created what it describes as the world’s first 100 per cent* recycled ceramic washbasin (only the glaze does not yet use recycled materials). Utilising waste mate… [+2027 chars]"
"{'id': None, 'name': 'Raw Story'}",Agence France-Presse,Tesla settles wrongful death lawsuit from fatal crash,"Tesla has settled with the family of an engineer killed when his Model X crashed in Silicon Valley six years ago, avoiding a trial, according to court filings Monday.A jury trial was to start next week in a wrongful death suit that accused Tesla of not living…",https://www.rawstory.com/tesla-settles-wrongful-lawsuit-from-fatal-crash/,https://www.rawstory.com/media-library/nevada-lawmakers-consider-giving-tesla-1-3-billion-in-tax-breaks-for-gigafactory.jpg?id=24486458&width=1200&height=600&coordinates=0%2C19%2C0%2C19,2024-04-09T10:35:12Z,"It is the latest red flag in a year already marked by climate extremes and rising greenhouse gas emissions, spurring fresh calls for more rapid action to limit global warming.
Rolling records 
Ever… [+4200 chars]"
"{'id': None, 'name': 'Naturalnews.com'}",News Editors,A collective “common enemy” now stalks mankind,"The psychopathic serial killers using their vast financial, political and media resources are inexorably putting into effect a homicidal global depopulation agenda. (Article by Stephen Karganovic republished from Strategic-Culture.su) Yuval Hariri, Klaus Schw…",https://www.naturalnews.com/2024-04-23-a-collective-common-enemy-now-stalks-mankind.html,https://www.naturalnews.com/wp-content/uploads/sites/91/2024/04/klaus-schwab.jpg,2024-04-23T06:00:00Z,"The psychopathic serial killers using their vast financial, political and media resources are inexorably putting into effect a homicidal global depopulation agenda.(Article by Stephen Karganovic repu… [+8111 chars]"
"{'id': None, 'name': 'Opiniojuris.org'}",Angela Müller,Beyond Territoriality: Symposium on Jurisdictional “Hooks” for (Extraterritorial) Human Rights Obligations – Why We Need a Firm Justificatory Basis for Extraterritorial Human Rights Obligations and How We Could Get There,"[Angela Müller is Executive Director at AlgorithmWatch CH and heads AlgorithmWatch’s international policy team. She holds a PhD in law and an MA in Political and Economic Philosophy.] Today, opportunities for states to affect human rights abroad abound: globa…",http://opiniojuris.org/2024/04/30/beyond-territoriality-symposium-on-jurisdictional-hooks-for-extraterritorial-human-rights-obligations-why-we-need-a-firm-justificatory-basis-for-extraterritorial-human-rights-ob/,https://i0.wp.com/opiniojuris.org/wp-content/uploads/nasa-gyp1xkjZNg8-unsplash.jpg?fit=1200%2C816,2024-04-30T08:00:32Z,"[Angela Müller is Executive Director at AlgorithmWatch CH and heads AlgorithmWatchs international policy team. She holds a PhD in law and an MA in Political and Economic Philosophy.]
Today,
opportu… [+13591 chars]"
"{'id': None, 'name': 'VOA News'}",webdesk@voanews.com (Agence France-Presse),G7 ministers: Energy storage is key to global renewable goals,"Paris, France — G7 environment ministers committed on Tuesday to ramp up the production and deployment of battery storage technology, an essential component for increasing renewable energy and combating climate change.  


Here is how and why batteries play a…",https://www.voanews.com/a/energy-storage-is-key-to-global-renewable-goals/7591832.html,https://gdb.voanews.com/E269E58B-66CE-4CFD-9118-98CFD8E673C7.jpg,2024-04-30T14:24:40Z,"Paris, France  G7 environment ministers committed on Tuesday to ramp up the production and deployment of battery storage technology, an essential component for increasing renewable energy and combati… [+3863 chars]"
"{'id': None, 'name': 'CNA'}",,NASA chief asks nations to work together on climate change,"MEXICO CITY: NASA is hoping that nations will work together more closely in the future on topics such as climate change, including greenhouse gas emissions, the space agency's head, Bill Nelson, said on Tuesday (Apr 23). Solutions to mitigate greenhouse gas e…",https://www.channelnewsasia.com/sustainability/nasa-chief-asks-nations-work-together-climate-change-4287601,"https://onecms-res.cloudinary.com/image/upload/s--DoIw0r2Q--/c_crop,h_450,w_800,x_0,y_0/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/one-cms/core/2024-04-17t151152z_2_lynxnpek3g0mf_rtroptp_3_climate-change-costs.jpg?itok=t2JOMoa7",2024-04-24T01:13:00Z,"MEXICO CITY: NASA is hoping that nations will work together more closely in the future on topics such as climate change, including greenhouse gas emissions, the space agency's head, Bill Nelson, said… [+1541 chars]"
"{'id': None, 'name': 'NPR'}",Regina G. Barber,Deer are expanding north. That could hurt some species like boreal caribou,"Wildlife ecologists have seen white-tailed deer expanding their range in North America over many decades. And since the early-2000s these deer have moved north into the boreal forests of western Canada. These forests are full of spruce and pine trees, sandy s…",https://www.npr.org/2024/05/03/1198909932/deer-boreal-caribou-canada-climate-humans,https://media.npr.org/assets/img/2024/05/02/gettyimages-584650713_wide-917a4ea74bcc99a14f1854b4d5f91526dd06a105.jpg?s=1400&c=100&f=jpeg,2024-05-03T07:00:59Z,"White-tailed deer have expanded their range in North America over many decades. Since the early-2000s, these deer have moved north into the boreal forests of western Canada. These forests are full of… [+1994 chars]"
"{'id': None, 'name': 'Wattsupwiththat.com'}",Guest Blogger,Net Zero CO2 Emissions: A Damaging and Totally Unnecessary Goal,"The message here is that CO2 emissions don’t have to be cut very much for atmospheric CO2 levels to reverse their climb, and start to fall. The reason is that nature removes CO2 in proportion to how much excess CO2 resides in the atmosphere, and that rate of …",https://wattsupwiththat.com/2024/04/18/net-zero-co2-emissions-a-damaging-and-totally-unnecessary-goal/,https://i0.wp.com/wattsupwiththat.com/wp-content/uploads/2024/04/Spencer-CO2-model-side-by-side.webp?fit=1024%2C512&ssl=1,2024-04-18T17:00:00Z,"From Dr. Roy Spencer’s Global Warming Blog
by Roy W. Spencer, Ph. D.
The goal of reaching Net Zero global anthropogenic emissions of carbon dioxide sounds overwhelmingly difficult. While humanity c… [+3678 chars]"
"{'id': None, 'name': 'Techreport.com'}",Krishi Chowdhary,Apple’s Beloved Macs Will Get an Update with the New AI-Focused M4 Chips,"Apple’s beloved Macs will get an AI update with the new M4 chips. The news came on Thursday with information from inside sources acquainted with the project. Although there’s no...
The post Apple’s Beloved Macs Will Get an Update with the New AI-Focused M4 Ch…",https://techreport.com/news/apple-macs-update-new-ai-focused-m4-chips/,https://techreport.com/wp-content/uploads/2024/04/gerson-repreza-OLA9iy9BhOw-unsplash-scaled.jpg?_t=1712928634,2024-04-12T13:30:33Z,"Apples beloved Macs will get an AI update with the new M4 chips. The news came on Thursday with information from inside sources acquainted with the project.
Although theres no official release date,… [+2073 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",MATTHEW DALY,Environmentalists protest as Biden administration approves huge oil export terminal off Texas coast,"In a move that environmentalists called a betrayal, the Biden administration has approved construction of a deepwater oil export terminal off the Texas coast...",https://www.yahoo.com/news/environmentalists-protest-biden-administration-approves-180826132.html,https://s.yimg.com/ny/api/res/1.2/Ygqi6ZYl_B5UJMpB.TvR_g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/ap.org/68cf235b1bb48d7eb2bc499aef3a491f,2024-04-11T18:08:26Z,"WASHINGTON (AP) In a move that environmentalists called a betrayal, the Biden administration has approved construction of a deepwater oil export terminal off the Texas coast that would be the largest… [+5900 chars]"
"{'id': None, 'name': 'Raw Story'}",Agence France-Presse,Taiwan's Lai says U.S. military aid package will 'deter authoritarianism',"Taiwan's incoming president Lai Ching-te said on Tuesday that a multi-billion U.S. military aid package will ""strengthen deterrence against authoritarianism"", as China ramps up political and military pressure on the self-ruled island.Democratic Taiwan is clai…",https://www.rawstory.com/taiwan-s-lai-says-us-military-aid-package-will-deter-authoritarianism/,https://www.rawstory.com/media-library/image.jpg?id=52071790&width=1200&height=600&coordinates=0%2C0%2C0%2C100,2024-04-23T11:31:36Z,"Global temperatures hit record highs last year, and the UN's weather and climate agency said Asia was warming at a particularly rapid pace.
The World Meteorological Organization said the impact of h… [+3195 chars]"
"{'id': None, 'name': 'NPR'}",Jeff Brady,Coal and new gas power plants will have to meet climate pollution targets,"Fifteen years after the EPA said greenhouse gasses are a danger to public health, the agency finalized rules to limit climate-warming pollution from existing coal and new gas power plants.",https://www.npr.org/2024/04/25/1236609039/epa-power-plant-climate,https://media.npr.org/assets/img/2024/04/23/ap24073775324957_wide-4e519e64ae7185c09bb53c36b518ba576f31cbd4-s1400-c100.jpg,2024-04-25T09:00:22Z,"The Conemaugh Generating Station in New Florence, Pa., is among the nation's coal-fired power plants that face tough new regulations to limit planet-warming greenhouse gas emissions.
Gene J. Puskar/… [+7245 chars]"
"{'id': None, 'name': 'Wattsupwiththat.com'}",Charles Rotter,2024 Annual GWPF Lecture – Judith Curry – Climate Uncertainty and Risk,Dr Judith Curry gives the 2024 Annual GWPF Lecture on the subject of 'Climate Uncertainty and Risk'.,https://wattsupwiththat.com/2024/05/03/2024-annual-gwpf-lecture-judith-curry-climate-uncertainty-and-risk/,https://i0.wp.com/wattsupwiththat.com/wp-content/uploads/2024/05/Annual-GWPF-Lecture-Judith-Curry.webp?fit=1024%2C512&ssl=1,2024-05-04T05:00:00Z,"The Global Warming Policy Foundation
Dr Judith Curry gives the 2024 Annual GWPF Lecture on the subject of ‘Climate Uncertainty and Risk’.
Transcript
[Host]
Welcome, everybody, to our annual lectu… [+21391 chars]"
"{'id': None, 'name': 'The Boston Globe'}","Lisa Friedman, Coral Davenport",EPA severely limits pollution from coal-burning power plants,The Biden administration on Thursday placed the final cornerstone of its plan to tackle climate change: a regulation that would force the nation’s coal-fired power plants to virtually eliminate the planet-warming pollution they release into the air or shut do…,https://www.bostonglobe.com/2024/04/25/business/epa-limits-coal-power-plants/,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/Pgjndk7NFAd6MGYGRCw1lliN8D8=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/7TOXYEGGNOGRIYWIM7RV3OYZXE.jpg,2024-04-25T22:18:25Z,"Taken together, the regulations could deliver a death blow in the United States to coal, the fuel that powered the country for much of the last century but has caused global environmental damage. Whe… [+10656 chars]"
"{'id': None, 'name': 'Japan Today'}",,Cool Biz campaign begins across Japan,"The government’s annual Cool Biz energy-saving campaign for late spring and summer kicked off across Japan on Wednesday. Cool Biz, which will last until Sept 30, encourages workers to dress down, ditching their suits and ties for open-necked, short-sleeved sh…",https://japantoday.com/category/national/cool-biz-campaign-begins-across-japan-2,,2024-05-01T21:42:40Z,"The governments annual Cool Biz energy-saving campaign for late spring and summer kicked off across Japan on Wednesday.
Cool Biz, which will last until Sept 30, encourages workers to dress down, dit… [+740 chars]"
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed]
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed]
"{'id': 'nbc-news', 'name': 'NBC News'}",Evan Bush,"For cicadas, it's safety in numbers. Is climate change throwing off their timing?","Cicadas' cycles of emergence may be affected by climate change, scientists say. But much about the insects remains mysterious.",https://www.nbcnews.com/science/environment/cicadas-climate-change-timing-rcna149217,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-04/240424-cicada-vl-241p-365540.jpg",2024-04-29T23:37:41Z,"A cicada in sync with its brood is a cicada with a chance.
The insects synchronized emergence is an evolutionary strategy, scientists say. Birds, raccoons and other predators can eat only so many of… [+4774 chars]"
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed]
"{'id': None, 'name': 'Minneapolis Star Tribune'}",MOLLY QUELL,Is action on climate change a human right? A European court will rule for the first time,Europe's highest human rights court will rule Tuesday on a group of landmark climate change cases aimed at forcing countries to meet international obligations to reduce greenhouse gas emissions.,https://www.startribune.com/is-action-on-climate-change-a-human-right-a-european-court-will-rule-for-the-first-time/600357359/,https://www.startribune.com/static/img/branding/logos/strib-social-card.png?d=1712591749,2024-04-09T04:38:01Z,"STRASBOURG, France Europe's highest human rights court will rule Tuesday on a group of landmark climate change cases aimed at forcing countries to meet international obligations to reduce greenhouse … [+3251 chars]"
"{'id': None, 'name': 'ScienceAlert'}",Tessa Koumoundouros,"2023 Was Even Hotter Than Predicted, Raising Fears We're in Uncharted Territory",Last year Earth warmed around 0.2 °C more than climate models predicted.,https://www.sciencealert.com/2023-was-even-hotter-than-predicted-raising-fears-were-in-uncharted-territory,https://www.sciencealert.com/images/2024/04/SeaSurfaceTemperatureAnomaliesApril2024.jpg,2024-04-21T21:00:55Z,"Last year Earth warmed around 0.2 °C more than climate models predicted. While that may not seem like much in isolation, when you consider it's a measure across an entire planet it amounts to a heck … [+3249 chars]"
"{'id': None, 'name': 'Forbes'}","Shrikant Dash, Forbes Councils Member, 
 Shrikant Dash, Forbes Councils Member
 https://www.forbes.com/sites/forbesbusinessdevelopmentcouncil/people/shrikantdash/",How Hospitality Companies Can Navigate ESG Practices With Integrity,"Responsible development in remote destinations, such as the Maldives, requires a lot of forethought and adaptability. Here are some of our learnings from each cycle.",https://www.forbes.com/sites/forbesbusinessdevelopmentcouncil/2024/04/15/how-hospitality-companies-can-navigate-esg-practices-with-integrity/,https://imageio.forbes.com/specials-images/imageserve/661945ec53ea4dea08eb27ae/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-04-15T11:00:00Z,"Shrikant Dash is the Deputy Managing Director of Corporate at Atmosphere Core, an international hospitality company.
getty
Twenty years ago, I was part of a small team that visited the very first i… [+4964 chars]"
"{'id': None, 'name': 'Forbes'}","Judith Magyar, SAP, 
 Judith Magyar, SAP
 https://www.forbes.com/sites/sap/people/magyarjudith/",ExxonMobil’s Transition Is Grounded In Facts About The New Energy Mix,ExxonMobil’s outlook for 2050 is based on the premise that more people gaining more prosperity will need more energy with less emissions,https://www.forbes.com/sites/sap/2024/05/02/exxonmobils-transition-is-grounded-in-facts-about-the-new-energy-mix/,https://imageio.forbes.com/specials-images/imageserve/6632791dcffcddb1b939c964/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-05-02T11:30:00Z,"Theres a saying that facts tell and stories sell, and Kurt Aerts, business venture executive at ExxonMobil, does both well.
Speaking at an executive event at the SAP for Energy and Utilities Confere… [+5371 chars]"
"{'id': None, 'name': 'Forbes'}","Monica Sanders, Contributor, 
 Monica Sanders, Contributor
 https://www.forbes.com/sites/monicasanders/",Inclusive Habitat Restoration: Building Resilience And Opportunity,"In an era where climate change poses unprecedented challenges, the strategic development of healthier habitats emerges as a critical avenue for sustainability.",https://www.forbes.com/sites/monicasanders/2024/04/12/inclusive-habitat-restoration-building-resilience-and-opportunity/,https://imageio.forbes.com/specials-images/imageserve/66188bbcd38a94c8459ab5ab/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-04-12T13:30:00Z,"In this Tuesday, July 24, 2018 photo, a hiker walks past a heat warning sign at sunrise, in Phoenix. ... [+] Already devilishly hot for being in the Sonoran desert, Arizonas largest city is also an u… [+5066 chars]"
"{'id': None, 'name': 'Forbes'}","Michael Lynch, Senior Contributor, 
 Michael Lynch, Senior Contributor
 https://www.forbes.com/sites/michaellynch/",An LNG Export Ban Can Have Serious Negative Consequences,"The U.S. decision to conserve natural gas in favor of coal led to increased mortality of more than 10,000 people a year from 1980 to 1999.",https://www.forbes.com/sites/michaellynch/2024/04/17/an-lng-export-ban-can-have-serious-negative-consequences/,https://imageio.forbes.com/specials-images/imageserve/661fb288cec6aaeba06284b6/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-04-17T11:33:00Z,"PRODUCTION - 21 June 2023, USA, Sabine Pass: An LNG plant of the energy company Cheniere on the US ... [+] Gulf Coast. (Photo by Julia Naue/picture alliance via Getty Images)
dpa/picture alliance vi… [+5964 chars]"
"{'id': None, 'name': 'Forbes'}","Jon McGowan, Contributor, 
 Jon McGowan, Contributor
 https://www.forbes.com/sites/jonmcgowan/",International Tribunal Set To Issue Climate Change Opinion On May 21,The International Tribunal for the Law of the Sea has announced they will deliver their advisory opinion on climate change and international law on May 21.,https://www.forbes.com/sites/jonmcgowan/2024/04/24/international-tribunal-set-to-issue-climate-change-opinion-on-may-21/,https://imageio.forbes.com/specials-images/imageserve/6629140d752e3b43c55502df/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-04-24T18:28:26Z,"The emblem of the International Tribual for the Law of the Seas (ITLOS) outside their premises on ... [+] September 11, 2023 in Hamburg, northern Germany. (Photo by Gregor Fischer / AFP) (Photo by GR… [+6600 chars]"
"{'id': None, 'name': 'Forbes'}","Marta Ra, Forbes Councils Member, 
 Marta Ra, Forbes Councils Member
 https://www.forbes.com/sites/forbesbusinesscouncil/people/martara/",Approach Your Career With A Portfolio Mindset To Improve Your Well-Being,"Working on different projects and utilizing our skills in a multidisciplinary manner means that we are constantly learning and keeping our brain ""on its feet.""",https://www.forbes.com/sites/forbesbusinesscouncil/2024/04/30/approach-your-career-with-a-portfolio-mindset-to-improve-your-well-being/,https://imageio.forbes.com/specials-images/imageserve/65ae8254d725061c1c6886e2/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-04-30T13:15:00Z,"Dr. Marta Ra is a sustainability expert. She cofounded the international network Women in Sustainable Finance (WISF).
getty
Growing up, we all received pretty much the same career advice: Pick some… [+4527 chars]"
"{'id': None, 'name': 'Live Science'}",ben.turner@futurenet.com (Ben Turner),"'Unprecedented,' 'Gobsmacked', 'Unbelievable': Changes in Antarctica's sea ice could have dramatic impacts, says climate scientist Edward Doddridge","In 1898, the crew of the first scientific expedition to Antarctica aboard the RV Belgica became trapped inside sea ice around the southernmost continent, only narrowly escaping with their lives. Now, with much of the once thick ice dwindling, we sat down with…",https://www.livescience.com/planet-earth/antarctica/unprecedented-gobsmacked-unbelievable-changes-in-antarcticas-sea-ice-could-have-dramatic-impacts-says-climate-scientist-edward-doddridge,https://cdn.mos.cms.futurecdn.net/pfkFiRUSMrSN5s6zSGFLD9-1200-80.jpg,2024-04-22T16:30:11Z,"On Aug. 16, 1897, the  Research Vessel Belgica set sail from Antwerp, Belgium. The ship's destination — via Rio de Janeiro, Montevideo and then Punta Arenas, Chile — was Antarctica, a continent that … [+12070 chars]"
"{'id': None, 'name': 'The Boston Globe'}",SUMAN NAISHADHAM,"Broken record: March is 10th straight month to be hottest on record, scientists say","Since last June, the globe has broken heat records each month, with marine heat waves across large areas of the globe's oceans contributing.",https://www.bostonglobe.com/2024/04/08/world/broken-record-march-is-10th-straight-month-be-hottest-record-scientists-say/,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/YbvQtLY9TtMhBuFXCwGIHXnc9m0=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/XDW4YAU5X7ILKCVYXML67TLWMA.jpg,2024-04-09T02:04:25Z,"WASHINGTON (AP) For the 10th consecutive month, Earth in March set a new monthly record for global heat with both air temperatures and the worlds oceans hitting an all-time high for the month, the Eu… [+2642 chars]"
"{'id': None, 'name': 'Wattsupwiththat.com'}",Charles Rotter,"Wash Post Editorial Board follows orders of megalomaniac billionaires: ‘Humans might need to re-engineer the climate’ – Tout injecting ‘100,000 tons of sulfur per year into lower stratosphere to block solar rays’",From CLIMATE DEPOT By Marc Morano https://www.washingtonpost.com/opinions/2024/04/27/climate-change-geoengineering Washington Post Editorial Board: ‘Humans might need to re-engineer the climate’ – “A conversation about the risks and potential benefits of re-e…,https://wattsupwiththat.com/2024/04/30/wash-post-editorial-board-follows-orders-of-megalomaniac-billionaires-humans-might-need-to-re-engineer-the-climate-tout-injecting-100000-tons-of-sulfur-per-year/,https://i0.wp.com/wattsupwiththat.com/wp-content/uploads/2024/04/image-157.png,2024-05-01T05:00:00Z,"From CLIMATE DEPOT
By Marc Morano
https://www.washingtonpost.com/opinions/2024/04/27/climate-change-geoengineering
Washington Post Editorial Board: Humans might need to re-engineer the climate 
A… [+11457 chars]"
"{'id': None, 'name': 'TechSpot'}",Alfonso Maruccia,Researchers create a new circuit board material that can be easily recycled,"Researchers at the University of Washington have announced the development of a new type of PCB with significantly higher recycling potential than traditional printed circuits. Utilizing cutting-edge sustainable polymers, these new PCBs have the potential to …",https://www.techspot.com/news/102796-researchers-create-new-circuit-board-material-can-easily.html,https://www.techspot.com/images2/news/bigimage/2024/04/2024-04-30-image-17.jpg,2024-04-30T17:32:00Z,A hot potato: Printed circuit boards are ubiquitous; they are used in nearly all electronic devices and constitute a significant portion of the electronic waste accumulating in landfills. A new polym… [+2964 chars]
"{'id': None, 'name': 'Science Daily'}",,Deep parts of Great Barrier Reef 'insulated' from global warming -- for now,"Some deeper areas of the Great Barrier Reef are insulated from harmful heatwaves -- but that protection will be lost if global warming continues, according to new research.",https://www.sciencedaily.com/releases/2024/04/240408150441.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2024-04-08T19:04:41Z,"Some deeper areas of the Great Barrier Reef are insulated from harmful heatwaves -- but that protection will be lost if global warming continues, according to new research.High surface temperatures h… [+3113 chars]"
